7299:94,103,358,302,542,86,2200,61,518,1196
7303:83785,74118,22110,104811,41588,41595,3977,104461,409,25113
7326:616,654,542,76,302,61,301,364,58,1405
7340:15238,5670,56166,70959,8897,33321,11579,8042,4743,1730
7346:508,1023,138,564,302,449,542,616,1126,1382
7348:654,302,17,58,29,616,239,861,1102,162
7351:
7356:1326,1682,168,81,508,1460,3599,30976,302,564
7366:1102,29,58,616,1832,8,654,449,564,690
7367:76,17,986,226,302,58,81,508,650,1069
7383:19886,86531,5187,28994,55895,101979,12400,42725,80675,35646
7397:861,32,66,17,690,1424,449,302,58,650
7410:81,226,17,70,245,262,354,364,500,564
7414:29,302,17,3234,654,495,14617,650,58,162
7419:168,719,76,297,5738,10267,2153,352,574,8860
7429:
7433:654,302,616,58,650,239,2185,289,301,518
7444:8,787,17,542,902,76,364,518,1405,2193
7451:38690,1617,69,12495,1917,65161,25649,8794,52829,12597
7461:17,654,302,564,15,226,616,70,138,356
7466:2268,1951,16514,29097,24738,8457,28682,20711,4487,24187
7467:1023,1126,58,356,999,86,101,554,289,1804
7488:302,736,66,690,495,322,58,564,616,15
7489:7612,24032,85656,68947,39860,58835,50463,83977,118929,98736
7517:3378,10178,11408,22713,186,40356,45641,64973,40483,32261
7518:84,327,361,654,58,518,131,15,289,302
7519:1023,402,103,1535,378,1119,15,518,787,1126
7527:20300,39395,245,15642,33882,774,353,1524,8,17
7542:17,76,70,736,58,564,84,322,508,616
7555:72027,17920,28417,5254,78217,73619,13716,6165,5784,39066
7556:17498,25740,14505,25466,31760,48210,42353,3481,9656,20008
7558:76,17,168,8860,138,302,564,6,101,364
7563:84,58,650,495,224,354,138,736,8,301
7572:574,9417,9874,2153,4394,1147,168,2370,3211,14754
7586:760,168,2833,719,1124,3211,1740,12254,984,8860
7590:289,101,363,554,564,486,542,654,736,787
7603:616,58,542,1424,302,596,654,15,32,650
7605:1578,542,364,616,8,245,358,518,650,363
7607:542,8,61,518,564,15,364,616,1511,245
7608:302,654,354,1762,58,138,495,1832,8,70
7612:616,17,302,58,61,162,356,542,6,8
7617:2641,654,17,755,37236,46650,1119
7637:58,518,101,289,1804,138,73,354,554,654
7657:1097,30463,17,8,2121,650,654,44,61,70
7661:17,518,1382,616,654,364,542,58,84,268
7678:1352,3107,2880,6266,1206,378,1712,12990,6434,23191
7682:7836,47276,17,3216,1012,15556,289,1462,8,2073
7692:2266,101,3657,303,554,27293,5602,530,1804,1405
7699:18476,105524,9341,78091,1919,929,13298,17,65055,88118
7707:29,616,542,301,564,1804,15,449,495,84
7708:650,947,1471,508,182,302,718,1099,11,15
7713:29,654,58,358,546,749,8,48,84,650
7734:17,61,6923,8,15,32,58,70,76,2200
7741:302,861,554,94,101,162,289,1476,17,495
7742:4174,13458,1313,483,4181,814,2172,11881,654,6513
7743:32,861,138,654,4048,5117,363,364,1535,17
7751:285,496,29,1187,1023,48,495,84,162,654
7760:94,542,17,616,58,238,1804,8,101,289
7766:1326,168,18787,564,719,986,2337,352,358,481
7787:17,131,518,245,508,6527,8,15,65,363
7813:364,4833,17,84,289,1102,1405,8,70,508
7818:616,1231,17,58,542,902,1424,654,5575,8
7823:2153,564,2275,76,508,1023,2579,17,40,378
7825:17,70,1023,508,1790,226,354,8,42,2200
7833:17,84,8,496,616,70,245,302,101,119
7841:61,58,861,289,101,32,496,1424,1471,8
7844:8,15,302,654,5542,1102,84,486,4181,58
7850:1023,7006,1126,3864,518,834,7843,15,17,32
7863:58,554,101,302,289,114,17,518,15,542
7869:22646,12294,30490,25398,9462,4040,5319,24689,1337,35817
7888:15,861,1476,58,17,495,1424,1550,654,591
7889:81,40,2139,226,17,363,508,1023,5767,70
7894:94,364,8,245,17,518,1065,1382,616,787
7903:2048,1536,114695,5641,40459,29196,24077,94225,6674,5145
7915:787,32,999,4181,17,449,490,3730,542,616
7921:10503,8454,43783,81699,76,81,1127,14403,2139,24811
7945:168,1740,3211,661,1147,14226,7235,135,9417,2318
7946:1382,32,1023,17,834,1535,518,616,1065,15
7949:654,4697,4967,327,1109,17,508,787,15,103
7951:84,301,29,495,616,692,58,15,508,8
7958:
7962:1511,289,554,1023,29,999,861,4697,495,1140
7964:394,17,302,70,226,238,616,8,32,58
7967:565,53369,453,2510,15204,45974,56568,26531,49194,36909
7969:17,302,654,58,76,749,8,84,616,182
7975:654,302,58,616,2024,29,650,61,76,787
7976:17,238,518,542,650,6,8,29,58,114
7977:866,302,58,654,354,546,76,518,6,15
7981:65033,3378,45315,1412,32261,6790,15498,68239,39446,77977
7990:94,17,364,616,650,654,1382,8,15,32
8002:2028,16036,1340,4421,441,4715,14955,10536,2738,13020
8008:
8009:861,17,518,302,654,8,542,690,58,245
8023:353,1511,2200,8398,472,4697,4422,559,10369,518
8032:1382,1126,1790,834,94,17,8,176,363,58
8036:984,135,168,719,5480,1400,10267,399,463,1326
8054:2139,17,65,58,616,873,508,8,302,363
8065:58,861,32,554,1140,289,1578,194,736,1804
8068:538,11358,7450,28945,10048,5962,20855,57734,18975,10787
8069:3506,970,3207,245,947,9217,25783,9490,10046,4487
8081:873,302,58,61,76,616,2024,32,15,94
8090:84,94,508,1023,449,58,616,692,1476,3234
8097:508,542,17,616,226,518,1382,65,76,103
8103:3509,13817,94,1352,189,378,787,25751,9371,1966
8104:
8130:518,65,1102,8,17,364,245,327,119,289
8134:105057,57519,84017,28166,27671,59417,24091,22045,5150,5663
8137:58,15,101,289,861,29,999,1023,138,1424
8141:508,8,17,564,518,302,84,616,654,974
8144:168,17,564,7235,226,984,463,508,8860,1002
8150:17,302,554,94,861,101,289,690,1804,4181
8159:1152,17,15,302,1521,8,508,518,1119,1287
8161:54240,77681,8357
8163:254,546,17,654,302,76,518,616,8,58
8184:17,81,780,70,302,654,58,138,554,731
8186:58,101,518,554,29,356,239,493,495,530
8200:654,302,58,616,239,29,84,8,301,1102
8206:787,17,103,402,15,29,61,616,8,32
8217:302,861,29,17,15,32,1424,58,495,518
8224:58,84,289,787,1023,354,430,530,302,542
8225:774,10046,4487,9490,33639,947,6423,8871,5108,7817
8227:518,1405,2955,4798,245,327,353,1267,4268,8
8229:58,8,289,554,1804,530,17,616,3730,302
8245:8454,605,27291,10503,14403,120791,1127,21963,24811,1352
8263:
8264:545,1023,1758,23950,542,17,8746,17448,2290,2309
8270:8,17,616,3855,58,302,518,54,84,70
8276:17,1023,495,58,674,3234,15,94,650,542
8285:17,616,76,518,8,29,84,285,302,650
8286:616,17,302,58,285,564,736,8,70,518
8287:2139,2008,39436,545,617,5860,23950,262,564,5767
8290:302,29,17,354,84,1476,654,14617,8,70
8310:6224,4341,44227,306,6311,70142,603,19100,3033,5975
8314:82058,2063,17,24212,23183,38434,24611,3878,36797,71
8325:302,29,654,17,58,616,650,138,394,15
8326:302,76,394,84,363,616,8,1790,58,518
8334:654,58,302,616,8,17,84,61,76,15
8336:
8343:508,616,239,654,58,518,94,542,1550,8
8347:861,616,101,29,495,289,1804,1424,3234,239
8352:245,1382,94,4967,17,873,2115,58,542,654
8368:15,101,554,94,289,508,616,654,302,17
8380:14754,168,1124,760,931,1013,984,9417,2583,7180
8396:302,58,554,101,495,289,1102,1804,17,66
8401:302,654,726,1476,58,239,837,3234,616,3
8406:58,101,289,29,364,1102,1804,17,495,518
8411:58,654,8,302,76,650,3,15,472,486
8413:17,302,409,61,15,32,58,84,861,8
8435:
8449:2880,6434,23191,1712,11725,5624,7859,8848,1206,1744
8450:1686,37804,1711,13266,18803,72579,29837,1550,22957,95512
8476:12830,302,29,58,654,17,356,542,616,8
8477:5117,17,736,3976,65,508,1405,94,302,8
8491:1888,81,140,2200,15386,302,496,508,529,630
8499:931,1023,1126,1002,2583,8,17,61,508,32
8500:4455,81,50294,8418,508,5767,17,226,138,29047
8510:813,1822,554,65,402,493,616,2428,578,15
8513:931,119,496,15,559,899,999,17,616,363
8517:57092,25041,29782,1410,88325,42249,1930,118530,118415,508
8530:302,17,15,1424,58,1023,1476,654,449,2868
8531:999,58,66,302,1023,1762,239,690,449,490
8534:398,2447,8211,36885,4126,225,31369,698,4941,15395
8536:17,245,76,616,8,15,61,518,542,32
8537:17,8,84,58,518,1822,554,654,1102,302
8552:
8569:1527,10041,4825,1206,11725,4568,1352,6266,7859,7880
8578:106,14152,2816,10466,974,1957,84,17,4481,518
8581:236,302,654,17,564,409,58,813,1196,20850
8582:15,289,101,554,1102,1832,495,3429,449,1462
8600:17,873,84,245,302,303,518,1099,48,8
8603:17,947,84,51517,787,8,8660,518,65,302
8635:17,866,302,546,616,654,58,76,29,84
8636:1023,138,17,302,42,101,564,616,1535,3841
8637:
8644:616,17,58,302,542,66,32,162,6,61
8651:873,496,84,736,1119,131,2162,301,302,32
8660:58,17,32,554,101,162,495,508,1023,194
8670:81,17,138,650,780,654,731,58,70,262
8681:32,94,554,508,84,289,1804,101,546,61
8692:654,1023,353,1535,508,17,70,718,3423,7585
8711:
8717:3819,1344,2369,3429,481,5767,1001,1217,17071,81
8718:8860,1400,760,984,2632,13194,6755,2153,1124,7180
8719:29,654,58,616,495,8,542,564,787,354
8735:17,6759,29,616,654,302,542,15,58,289
8736:6491,6127,18239,32616,11671,500,686,17,245,58
8746:1344,302,61,394,616,542,32,58,357,1790
8747:302,616,58,354,364,518,650,238,542,654
8755:27589,27582,86870
8760:616,302,2185,518,17,58,101,8,289,1405
8765:
8768:2139,18892,262,542,245,238,357,535,616,654
8771:999,17,861,1231,8,58,302,1762,654,1424
8774:493,508,1102,138,2535,6868,449,50153,17390,1811
8782:5557,9265,168,8860,29475,1400,2153,8733,9874,5480
8788:58,1578,554,101,861,29,1804,66,490,495
8789:1382,94,616,245,17,61,518,1987,76,931
8790:17567,11563,3372,6503,698,3471,225,247,74453,35279
8802:289,101,554,483,654,616,4181,8,302,4174
8810:873,1126,8,17,901,15,508,616,1023,65
8812:986,2967,2379,780,2204,226,1749,140,70,262
8822:
8825:654,58,1023,289,238,1804,61,302,15,73
8844:2121,4205,49290,8191,17,98841,26122,1109,873,101504
8850:4755,2880,1527,1712,10041,3107,6266,35625,12990,7831
8852:17,70,654,58,138,289,302,650,76,84
8862:17,8,245,508,873,787,1023,65,70,301
8863:58,101,554,861,654,86,542,1023,2469,8
8868:8,327,1102,17,616,931,245,654,15,32
8870:29,17,58,8,616,1476,1762,518,15,289
8872:354,17,518,542,1023,15,510,616,2166,61
8877:32,2233,999,2200,4967,15,17,61,245,787
8889:17,508,8,84,2583,431,2140,70,302,616
8890:226,17,81,564,1344,76,94,138,441,84
8900:58,302,616,654,62,650,61,289,364,518
8906:1023,302,1405,17,42,327,873,616,834,1510
8912:138,654,17,84,302,1462,1102,29,32,76
8913:2548,5111,14793,10997,15772,10230,840,157,5627,10541
8915:1102,138,861,17,58,3233,3304,518,654,1424
8916:542,302,8,17,518,289,616,654,564,1535
8920:81,731,5767,70,262,2241,654,780,13596,2375
8924:1023,535,1410,363,15,17,616,76,364,245
8931:58,289,901,1804,114,301,554,616,131,518
8935:3017,2583,356,8,518,754,32,94,1987,15
8936:54180,89051,736,6306,40588
8958:1140,194,302,58,616,239,654,15,119,542
8984:352,9345,162,25127,29417,78059,14754,81173,1462,297
9000:32,554,94,1804,1102,508,17,4174,616,302
9001:4797,1467,15995,7126,47366,94,2268,353,16127,1951
9013:285,17,58,302,654,62,29,616,1102,8
9024:17,302,356,616,650,542,58,238,364,654
9079:17,61,542,654,1535,616,15,302,861,902
9085:496,48,899,834,17,1119,1126,901,6,65
9096:6266,2880,7859,378,1206,10687,7880,1712,3328,4966
9098:1086,1558,76,698,2345,1405,1987,518,542,564
9106:654,518,58,302,8,301,327,616,1405,61
9111:302,32,29,616,999,58,61,211,495,1152
9122:861,302,17,58,76,542,1196,1424,15,518
9128:58,356,29,94,508,1804,4025,616,15,103
9135:3448,10075,8861,302,8197,6766,7795,23581,4203,238
9141:3107,1352,7880,1527,2880,11725,1712,1206,6601,189
9152:402,508,5117,15,1382,61,518,654,787,899
9155:861,4268,17,61,15,58,654,1405,285,364
9157:34070,53110,6977,7622,8529,2510,8759,4671,10981,3034
9158:3717,2139,3131,4292,4357,4880,55222,40,262,1164
9159:353,245,15,2268,32,518,616,61,1126,1598
9160:189,1527,1712,10041,3107,2880,12990,4568,6266,6434
9161:760,1400,1013,877,2153,984,1124,7711,1326,14754
9171:29,58,654,239,1476,616,749,84,289,3
9173:76,245,1023,518,58,114,138,302,449,2101
9200:17,4816,302,654,76,58,301,354,542,616
9224:226,1790,8,1382,496,1987,70,654,15,84
9225:311,14259,42989,8759,815,1077,10071,19378,21479,5975
9233:15373,22776,1930,523,42657,119615,122837,89432,69008,44134
9236:1744,245,3915,17,61,827,3618,1002,15,103
9237:29,1140,194,289,483,1804,101,1424,530,301
9238:239,4919,58,302,650,8,29,616,654,6
9245:17,302,15,654,749,58,8,29,616,84
9249:17,518,616,8,58,84,289,654,902,2193
9256:1102,8,616,245,508,61,518,15,58,542
9276:17,616,654,58,650,61,84,285,302,518
9288:2200,4499,6793,15,302,616,1405,12066,103,518
9290:8322,13077,30815,24933,25985,18743,4409,16965,13647,31597
9291:616,402,999,787,86,542,2030,3017,3163,32
9310:58,289,1804,101,61,616,15,17,302,2469
9312:302,29,15,495,1476,518,58,542,616,1200
9313:787,542,8,17,245,61,616,999,58,103
9331:64240,52132,28740,69121,11246,85508,24308,31585,12964,13134
9333:3039,6210,62433,4965,7334,4993,8,4650,203,4268
9350:616,521,654,302,8,17,58,289,15,84
9357:9760,80021,83385,7585,20184,986
9359:58,1804,554,2469,542,616,73,302,564,1196
9364:508,542,1393,17,61,787,15,616,211,564
9368:72716,50917,25601,62851,30980,3718,2241,35080,29158,2059
9369:8860,168,4792,719,984,2103,8733,574,76,7994
9371:58,101,554,1762,654,496,302,616,1119,518
9381:1913,22856,22507,62347,7931,19319,19376,40263,31633,5214
9389:32076,39645,45970,95029,97686,63225,18077,72606,109119,322
9394:736,29,58,8,15,542,564,692,61,245
9400:58,861,101,289,238,1804,449,2469,236,530
9402:
9420:245,542,61,616,518,650,654,15,302,564
9431:8392,1011,1023,311,1468,4671,17,42989,2543,3137
9432:17,302,654,354,616,8,29,58,1762,518
9433:118575,16952,77882,2495,327,103886,71022,95228,9858,86412
9437:76,616,1196,1535,10305,11358,5053,40,301,518
9442:780,140,1749,262,17,1888,13544,6108,8283,8511
9443:58,302,554,861,29,1804,2200,508,518,656
9451:302,8,15,616,2338,58,542,61,472,496
9473:10041,4755,1352,2153,40,76,189,226,14754,23884
9474:
9486:15360,94987,94680,50707,17684,8213,2073,162,30116,78501
9487:17,61,1790,302,449,518,654,2185,15,58
9489:29,787,17,654,692,58,61,495,518,542
9494:508,94,1382,2548,4755,840,931,165,189,245
9498:
9499:17,58,654,616,101,61,302,902,6,32
9500:616,302,17,226,518,650,654,1535,58,81
9507:1951,518,616,15,32,58,8,17,61,736
9514:1989,9961,19244,36401,23317,85292,63098,45791
9525:1187,301,496,1119,131,17,58,616,931,2583
9528:353,1951,17,185,302,58,8,616,84,518
9531:262,35368,899,6921,107534,402,77204,8981,51482,31773
9535:3054,76,70,616,698,2423,36210,1535,81,226
9538:58,554,861,162,194,1424,483,17,302,490
9541:1410,899,901,518,3207,2696,521,10511,111355,17
9553:16056,4148,62,6207,108638,162,245,288,27420,901
9568:311,7622,1547,19378,8759,19152,1011,4625,12861,17486
9570:17,564,302,84,508,518,542,616,2200,15
9571:76,17,508,81,698,25481,65,8392,245,302
9573:4,11358,20855,538,66271,21442,13555,10305,7450,10048
9576:
9580:1231,17,616,61,1558,58,302,518,564,861
9590:58,245,402,289,554,17,1140,542,61,194
9593:542,1535,58,616,224,364,518,8,61,1023
9606:119,3484,6527,564,15,245,931,1126,1405,2139
9612:58,101,289,554,1102,1023,162,194,302,616
9613:654,2185,17,616,10085,394,364,650,486,518
9614:43013,518,17,1558,29,542,1567,32,7004,1578
9630:984,1400,7180,7711,877,1124,2153,5480,14754,8860
9665:84,29,861,58,1476,17,495,8,542,736
9666:11644,398,17,302,9388,14964,616,12304,29094,13388
9668:45,356,616,17,302,1196,564,654,15,76
9680:1140,17,302,1023,654,616,194,29,58,542
9685:17,76,616,518,8,29,84,285,302,650
9693:616,4967,17,32,61,654,15,58,364,518
9694:76,508,17,70,616,654,1002,1065,6387,302
9696:924,301,542,70,1050,500,873,1539,1382,3855
9711:36868,97047,36887,6432,36005,84537,6720,39875,50506,86488
9722:61,1410,15,103,873,931,17,245,518,1287
9727:518,17,542,226,15,58,138,364,554,616
9742:17,654,58,224,236,302,354,564,616,29
9745:58,17,554,861,84,101,289,32,1804,1023
9752:2139,13312,9217,47531,699,46086,80391,35848,42506,89943
9753:1119,4420,496,472,17,245,12133,891,6945,518
9755:29,654,616,17,58,1476,162,356,542,650
9757:59623,23599,48361,17,301,21879,9682,76,84,302
9786:32,58,48,84,6,302,616,650,654,1410
9808:402,17,15,32,8,61,542,616,302,654
9810:23398,1122,1406,33683,33720,9448,15937,30223,89721,52070
9812:58,84,496,1187,616,48,302,8,518,736
9813:245,17,3304,103,542,131,15,61,472,518
9818:
9820:4268,245,94,518,2233,12061,61,2955,8,15
9824:1744,1002,4513,3618,6315,1256,11260,4547,13016,13
9827:2200,1287,245,518,1521,17,564,119,363,472
9831:574,1400,168,3709,984,25393,1740,11255,3211,13534
9834:542,302,58,616,8,17,654,787,1196,15
9837:29,289,554,1023,654,17,73,101,495,4181
9839:32,81,542,698,70,76,1023,61,901,1086
9840:10365,17,4487,518,245,353,94,1703,616,654
9864:29,1476,654,4025,495,17,58,1405,3234,356
9879:17,289,449,654,564,302,616,15,29,32
9890:17,58,302,15,84,861,101,29,554,495
9891:29,654,58,616,76,8,289,518,495,1245
9892:1382,17,65,654,8,84,431,616,58,94
9896:1827,245,58,101,73,554,9490,17,65,483
9899:866,302,546,654,58,354,518,15,76,1102
9900:508,554,1382,17,101,289,616,654,73,530
9911:7744,17,84,616,30993,654,34320,11951,52939,53026
9926:84,861,1762,690,302,45,58,1578,66,654
9927:356,508,103,1578,94,138,690,381,495,2831
9929:32,1109,302,58,15,289,322,616,654,518
9944:36269,29819,65121,56364,14201,12222,110684,4239,100579,104917
9945:862,14839,1131,17,311,12861,4671,7334,7622,32
9946:8454,27291,10503,605,14403,120791,1127,21963,24811,1352
9961:2178,647,61440,122379,20621,71694,56975,75939,19621,88621
9984:29024,12550,347,1546,80398,75286,42520,97349,75338,76
10030:32,518,674,101,289,633,999,162,194,15
10040:168,7235,984,1528,1326,135,8860,801,2318,5480
10050:17,84,236,302,616,8,518,698,1109,354
10051:409,35144,45,40465,654,861,518,17,29,48
10073:1140,4996,58,17,302,616,654,10012,29,194
10078:
10082:94,508,245,931,571,873,1065,103,654,1023
10084:10662,91352,3068,76833,226,70,301,302,3599,52056
10086:29,17,6,302,518,15,61,84,285,486
10088:25368,40142,76,22059,28632,698,34959,8419,21150,508
10090:890,2139,17,40,53895,4880,5670,535,654,866
10110:616,654,58,8,518,542,15,302,285,1196
10111:1023,4967,119,402,6527,559,736,15,245,542
10115:17975,8,97,182,224,245,1245,2062,15,20485
10117:17,302,542,616,518,650,654,8,58,61
10130:17,834,1126,1405,8,1382,1790,70,518,12872
10132:2200,1152,616,302,58,654,787,2429,17,238
10133:138,3610,76,117,4224,224,16658,4146,380,500
10136:9722,17,302,616,654,29021,58,363,542,564
10140:302,29,495,58,1476,17,654,61,616,8
10148:7180,1124,2153,719,984,5023,8860,14748,1400,5480
10155:289,17,58,518,554,1804,245,616,787,8
10156:76,327,508,564,1460,29,302,311,2618,616
10194:239,302,1762,58,654,8,1567,94,616,787
10196:1344,15,616,4919,5553,8,58,322,94,103
10200:2403,970,3506,1524,4487,9490,10046,33639,5108,17
10210:3789,8211,176,1551,2447,13388,24211,15395,17,70
10233:18156,58227,26628,33833,53668,1592,103949,17,52756,55325
10235:3282,8211,6320,3060,1435,32965,226,84220,100832,33265
10236:65107,33195,49680,115745,115685,13568,96012,90515,21524,93471
10237:58,554,101,17,94,302,654,616,1804,8
10249:138,656,273,1462,2013,3,6,8,10,1551
10254:616,17,58,654,61,29,302,542,787,84
10267:101,1187,29,495,554,1762,2162,1119,616,289
10275:17,1126,1382,1535,1539,15,103,288,302,409
10276:58,15,1804,101,554,289,268,138,194,1231
10279:302,654,17,616,58,45,861,1550,6,542
10302:495,58,616,1476,15,239,363,554,3730,101
10303:76972,22218,17,1930,94224,40,92545,496,924,947
10304:3,29798,654,193,239,755,302,58,354,32239
10306:17,32,1511,289,94,101,554,508,2030,483
10313:17,58,654,616,542,564,736,61,245,302
10317:518,58,616,8,654,84,239,289,542,245
10335:88198,69127,29322,669,102318,22472,106204,98283,83186,91521
10339:15,58,131,289,29,101,554,674,4967,496
10342:101,554,1804,86,356,17,32,2469,61,518
10346:51326,7742,238,10880,27651,119814,31879,1196,266,8843
10359:302,285,654,495,58,239,616,84,322,650
10364:616,542,1196,17,8,32,902,76,564,826
10366:58,861,29,999,1140,162,354,1550,495,1804
10371:5550,40,76,238,508,616,564,3550,58,94
10377:58,101,554,17,496,73,138,4174,8,48
10378:18935,97626,168,2153,463,8860
10387:48539,53812
10388:32,1023,94,17,58,15,616,1535,542,901
10392:
10408:840,14793,2548,10541,33763,27070,5111,5627,3370,8069
10420:861,654,17,15,58,84,302,94,322,650
10427:9711,32,2302,8647,23019,616,21124,17195,4996,3039
10439:84,29,289,554,101,861,1762,650,354,8
10445:873,17,508,61,245,518,1382,787,571,2583
10454:17,616,654,302,15,58,245,518,8,61
10471:58,101,554,17,302,654,8,616,518,787
10478:58,302,554,94,508,1804,1140,495,1476,1475
10479:70299,68370,564,8,30754,70,76,16697,82309,518
10480:58,101,554,861,654,542,1804,17,302,518
10488:654,302,616,15,58,650,94,138,564,239
10502:41101,22678,58923,28760,11241,75062,17302,60935,6536,104201
10513:654,17,84,8,289,301,302,518,902,1405
10523:441,1002,508,3506,710,1744,3618,4513,1256,1790
10543:245,302,2715,17,32,76,84,518,1987,58
10554:
10563:899,496,1119,138,94,6450,891,4420,245,84
10564:546,58,302,616,873,8,224,650,654,866
10570:29,616,58,542,650,17,554,15,289,518
10573:
10580:17,17567,8,302,84,103,58,83134,564,5522
10636:554,289,101,302,654,1804,84,8,1102,61
10655:17,302,657,9890,8,70,9482,13468,84,301
10691:17,518,616,15,654,542,2172,58,238,1196
10693:289,17,861,302,654,101,554,564,1804,518
10698:861,162,654,58,302,1140,17,15,29,194
10707:
10710:616,58,94,449,496,1832,1119,8,66,518
10726:69494,22655,103120,105984,1344,13570,5767,650,33807,1703
10747:
10758:17,1606,542,58,8,518,616,101,15,76
10770:2543,311,7622,8759,1011,2215,19378,21479,11855,22004
10779:
10794:616,17,302,861,654,58,84,285,162,394
10801:76,564,17,698,302,616,787,2414,103,518
10807:1119,8151,17,472,1127,1187,496,899,947,8
10820:5303,64104,5245,48286,102055,38085,36039,66760,64788,45368
10842:
10843:17,15,58,61,94,616,542,654,6,302
10844:138,302,29,117,8,76,542,17,70,521
10845:9289,10770,3672,6503,7021,17567,247,17185,17,8321
10854:13566,78928,45662,16689,41850,51617,23368,54897,75779,51729
10858:654,17,61,1403,616,58,518,3162,94,245
10871:17,45,58,302,654,1693,224,394,518,616
10892:9318,83457,6,17,96284,9765,95786,65,11861,102499
10905:
10908:518,999,472,873,508,563,2583,931,17,542
10913:22926,12869,20118,12306,46072,616,45225,31000,94625,9497
10920:518,58,103,654,616,101,65,356,3163,353
10955:48,1187,1119,2162,17,875,496,518,891,245
10956:518,58,302,616,654,84,486,101,289,285
10968:17,616,302,58,76,483,542,564,8,15
10991:2139,873,3484,70,81,616,76,1126,17,131
10999:17,29,239,1239,616,787,15,66,86,518
11000:5860,780,10071,2616,8588,17025,5767,3423,70,262
11022:518,542,616,302,15,58,61,245,787,32
11034:861,162,29,1424,449,1140,58,654,17,564
11037:311,1011,9435,17486,11855,862,19152,203,22643,1748
11047:1359,6243,17,8,302,654,15,101,616,518
11055:
11099:302,58,29,944,1476,2618,542,654,616,1196
11105:101,302,554,289,518,29,1187,899,1804,8
11110:2139,76,226,564,500,8,103,2008,508,4727
11118:82688,95747,15116,26000,43864,14612,16029,19749,109364,1077
11132:245,17,189,710,84,564,1382,124,131,302
11134:94,17,131,70,226,1065,1382,616,8,542
11135:17,518,15,209,654,58,61,616,101,2583
11149:302,32,654,101,1762,8,58,518,902,15
11150:5975,5319,11590,6311,7926,17316,13341,1337,8772,4040
11193:76,17,429,2139,36541,238,302,58,220,301
11211:11269,30790,4110,26128,60434,26134,29209,46620,44065,7202
11222:34240,96442,19544,6261,899,50369,97513,50516,42389,38910
11228:1256,441,827,1205,1410,16036,1002,14955,4513,245
11240:
11259:
11264:29,17,495,239,1476,58,616,650,726,654
11273:29,999,15,58,101,616,61,94,1102,84
11278:76,654,58,1832,17,302,616,5702,61,84
11279:2405,19000,13926,107060,118856,58982,113529,52989,111621,35846
11280:
11287:616,1102,8,58,32,508,564,654,302,518
11332:31188,108417,9752,85124,65242,168,103220,100792,55777,33019
11360:
11363:17,866,58,76,542,70,654,302,354,616
11378:61,76,564,616,238,364,15,70,542,17
11388:34115,302,654,4267,190,236,238,43418,616,51943
11394:1606,12776,518,17,564,1405,131,354,654,8
11404:1550,17,58,542,616,654,363,32,285,322
11414:17,138,616,18319,301,302,58,518,1535,6
11418:8860,135,3211,7180,984,1740,14754,76,3083,3882
11419:58,302,654,8,61,616,650,15,32,62
11426:17,236,776,654,302,14336,6766,12253,4203,650
11427:3054,12332,76,4575,25910,367,3126,3477,70,96
11428:17,302,654,8,58,84,542,6,787,1102
11431:
11437:8,508,17,61,70,535,2139,15,58,76
11439:245,2200,5117,17,1987,103,327,353,472,542
11444:17,58,616,301,495,542,29,54,873,15
11458:17800,24893,658,9716,518,616,3223,861,483,8
11462:931,2139,2194,873,2583,65,103,1410,245,1987
11463:58,101,94,508,29,289,861,1804,1023,1140
11484:17,542,616,7841,15,861,61,654,32,58
11507:654,58,17,616,302,542,361,364,285,518
11510:616,654,29,58,1424,2687,17,54,495,591
11511:2520,58632,76547,18210,39336,33229,104694,116222,13059,4238
11525:302,17,58,654,616,1476,285,3234,4025,61
11529:17,302,29,239,1476,495,726,395,654,1567
11535:616,873,302,654,8,45,32,518,15,58
11537:3378,17,45191,18705,38292,77977,13083,40356,101304,22713
11538:486,29,616,17,1476,4025,58,32,495,888
11540:4600,19065,5145,48654,10316,86550,15457,27250,23410,508
11552:654,302,29,58,1102,616,837,8,736,76
11554:1352,10041,17,3107,189,245,542,654,1527,58
11558:1126,1825,131,9080,1539,1023,1471,2583,2620,7006
11569:616,15,32,554,1578,289,29,1023,430,508
11584:861,101,289,1804,17,138,530,493,15,302
11586:363,3233,17,787,8,542,1511,61,302,15
11603:17,8,58,616,29,84,302,650,554,654
11606:32,354,29,94,162,1140,15,542,1424,58
11614:4719,398,2447,37507,9388,5598,20490,29,70,6289
11616:17,616,518,861,285,302,542,654,29,58
11651:17,302,58,224,650,654,1318,76,289,564
11657:17,8,84,483,616,654,58,61,101,518
11660:84,17,58,8,650,1476,616,495,354,518
11670:8,17,650,138,84,162,616,1245,29,58
11676:780,16286,2616,12471,16404,140,8511,3137,217,5767
11685:354,17,616,654,58,483,508,1044,4181,518
11699:
11700:302,654,616,29,58,449,1102,1140,6,61
11716:58,654,8,302,76,650,3,15,472,486
11719:364,378,17,103,3309,508,94,1023,1499,15
11723:8,17,518,542,76,564,901,58,238,289
11738:1102,17,8,302,616,518,58,654,65,542
11749:81,226,986,8,70,84,94,1023,1382,1888
11775:1023,787,138,521,7006,17,834,1126,42,518
11781:29,84,103,58,17,616,787,1196,61,495
11788:5550,194,70,698,17,289,363,10617,542,546
11795:1382,94,508,2139,15,710,1410,245,363,500
11799:
